ID,mean,std,median
5601,0.16,,0.16
5603,0.31,,0.31
5604,0.78,,0.78
5605,0.28,,0.28
5607,0.6,0.05,0.6
5609,0.95,,0.95
5611,0.57,,0.57
5613,0.17,0.01,0.17
5614,0.36,0.01,0.36
5617,0.15,,0.15
5621,0.28,0.01,0.28
5623,0.68,0.01,0.68
5627,0.63,0.03,0.64
5628,0.32,0.0,0.32
5631,0.51,,0.51
5632,0.28,,0.28
5633,0.35,,0.35
5634,0.42,0.04,0.41
5635,0.16,0.01,0.15
5637,0.16,0.0,0.16
5638,0.41,,0.41
5639,0.64,0.08,0.64
5646,0.83,0.01,0.83
5647,0.11,0.02,0.12
5650,,,
5651,0.83,0.03,0.83
5652,0.29,0.01,0.29
5654,0.28,,0.28
5655,0.34,0.01,0.34
5657,0.74,0.05,0.74
5658,0.56,0.01,0.56
5659,0.29,0.0,0.29
5660,0.52,0.01,0.52
5664,0.43,0.13,0.44
5665,0.22,,0.22
5666,0.46,0.05,0.46
5667,0.7,,0.7
5668,0.44,0.04,0.44
5669,0.95,0.01,0.95
5671,,,
5672,0.31,,0.31
5673,0.85,0.03,0.85
5675,,,
5676,0.37,0.06,0.37
5677,0.64,,0.64
5678,0.88,0.0,0.88
5680,0.6,0.01,0.6
5681,0.65,0.04,0.66
5684,0.32,,0.32
5685,0.4,0.04,0.4
5686,,,
5687,0.37,,0.37
5689,,,
5692,0.28,0.0,0.28
5693,0.98,0.01,0.98
5695,0.02,,0.02
5697,0.38,0.01,0.38
5698,0.24,0.03,0.24
5699,0.31,0.02,0.3
5700,0.56,0.03,0.56
5701,0.51,0.0,0.51
5703,,,
5711,0.29,,0.29
5713,0.53,,0.53
5716,0.65,0.09,0.65
5717,0.4,,0.4
5719,0.64,0.0,0.64
5722,,,
5724,0.08,0.02,0.07
5725,0.7,0.04,0.7
5726,0.16,0.02,0.16
5727,0.96,,0.96
5728,0.32,,0.32
5729,,,
5730,0.96,,0.96
5732,0.34,0.02,0.34
5733,0.49,0.01,0.49
5735,0.3,0.0,0.3
5736,0.17,0.01,0.17
5738,0.32,,0.32
5740,0.73,0.01,0.73
5741,0.42,,0.42
5742,0.39,0.01,0.39
5743,0.09,0.01,0.09
5745,0.55,0.01,0.55
5748,0.62,0.08,0.62
5749,0.63,0.0,0.63
5753,0.19,0.05,0.21
5754,0.86,0.01,0.86
5756,0.66,,0.66
5757,0.46,,0.46
5759,0.47,,0.47
5760,0.27,0.01,0.27
5761,0.35,,0.35
5762,0.11,0.0,0.11
5763,0.41,0.06,0.41
5765,0.95,0.01,0.95
5768,0.34,0.05,0.32
5769,0.32,0.0,0.32
5772,0.56,0.01,0.56
5773,0.55,,0.55
5774,0.14,0.01,0.14
5776,0.46,0.01,0.46
5779,0.47,,0.47
5782,0.38,,0.38
5784,0.61,0.01,0.61
5785,0.48,0.02,0.47
5787,0.2,,0.2
5789,,,
5792,0.44,0.01,0.44
5793,0.41,0.03,0.41
5795,0.34,0.0,0.34
5797,,,
5801,,,
5804,0.84,0.01,0.84
5806,0.38,0.07,0.38
5808,0.76,,0.76
5809,0.88,0.01,0.88
5810,0.6,0.02,0.6
5811,0.57,0.01,0.57
5812,0.49,,0.49
5813,0.39,0.04,0.38
5814,0.52,0.02,0.53
5816,0.54,0.04,0.55
5817,0.63,,0.63
5818,0.52,0.01,0.52
5820,0.65,,0.65
5821,0.5,0.01,0.5
5824,0.32,0.01,0.32
5825,0.88,0.01,0.88
5826,0.18,0.0,0.18
5827,0.56,,0.56
5828,0.61,0.06,0.61
5831,0.57,0.02,0.58
5832,0.26,0.01,0.26
5833,0.39,0.02,0.4
5836,0.63,,0.63
5837,0.26,0.01,0.26
5838,0.3,0.02,0.3
5842,0.94,0.0,0.94
5846,0.46,,0.46
5849,0.39,,0.39
5850,0.42,0.01,0.42
5851,0.89,0.01,0.89
5852,0.14,0.02,0.14
5853,0.49,0.02,0.49
5854,0.37,0.0,0.37
5856,0.93,0.01,0.93
5857,,,
5858,0.4,0.0,0.4
5863,0.73,,0.73
5864,0.58,0.01,0.58
5865,0.53,,0.53
5867,0.37,0.01,0.37
5869,0.44,0.04,0.45
5871,,,
5873,0.92,0.02,0.92
5875,0.45,,0.45
5877,0.66,0.05,0.63
5878,0.43,0.01,0.43
5880,,,
5881,0.5,0.01,0.5
5882,0.29,0.01,0.29
5883,0.42,0.03,0.42
5885,0.29,0.01,0.29
5886,,,
5887,0.48,0.03,0.48
5889,0.29,0.01,0.29
5890,0.42,0.01,0.42
5891,0.26,,0.26
5892,0.44,0.0,0.44
5895,0.34,,0.34
5898,0.46,0.01,0.46
5899,0.26,0.02,0.26
5902,0.93,,0.93
5904,0.69,0.02,0.69
5905,0.54,0.01,0.54
5906,0.46,,0.46
5907,0.76,,0.76
5914,0.55,0.01,0.55
5915,0.5,,0.5
5916,0.93,0.01,0.93
5917,,,
5921,0.3,0.0,0.3
5923,0.49,0.04,0.49
5926,0.21,,0.21
5928,0.19,0.03,0.19
5929,0.52,0.08,0.52
5930,0.78,0.01,0.78
5931,0.34,,0.34
5934,0.48,,0.48
5935,0.77,,0.77
5937,0.44,0.01,0.44
5938,0.6,,0.6
5939,0.48,0.01,0.48
5942,0.9,0.01,0.9
5943,0.45,,0.45
5946,0.46,,0.46
5947,,,
5951,0.3,0.01,0.3
5953,0.8,0.01,0.8
5954,0.32,0.03,0.32
5957,0.64,,0.64
5958,0.51,,0.51
5960,0.17,,0.17
5963,0.5,0.01,0.5
5964,0.39,0.0,0.39
5968,0.62,0.02,0.61
5969,0.35,0.01,0.35
5970,0.45,0.04,0.45
5971,0.31,,0.31
5973,0.62,0.03,0.61
5974,,,
5975,0.34,0.05,0.34
5976,0.62,0.01,0.62
5978,0.67,0.0,0.67
5981,0.2,0.01,0.2
5982,,,
5984,0.51,,0.51
5985,0.04,0.01,0.05
5987,0.54,0.03,0.54
5988,0.37,0.01,0.37
5989,0.18,0.01,0.18
5992,0.5,0.01,0.5
5993,0.22,0.01,0.22
5994,0.49,0.02,0.5
5995,0.51,0.01,0.52
5996,0.99,0.0,0.99
5997,0.57,0.01,0.57
6000,,,
6001,0.98,0.0,0.98
6002,0.48,0.02,0.48
6004,0.44,0.02,0.44
6006,0.45,0.06,0.45
6010,0.15,,0.15
6011,0.5,0.01,0.5
6013,0.46,0.01,0.46
6019,0.75,0.07,0.78
6021,,,
6022,0.35,,0.35
6023,0.09,0.01,0.09
6027,0.46,0.06,0.49
6030,0.66,0.01,0.66
6032,0.47,0.01,0.47
6034,0.61,0.01,0.61
6035,,,
6036,0.55,0.0,0.55
6040,0.37,,0.37
6041,0.27,0.01,0.27
6042,0.47,0.01,0.47
6043,0.34,,0.34
6044,0.76,0.08,0.77
6046,0.78,0.05,0.78
6047,0.26,0.01,0.26
6048,0.77,0.01,0.77
6051,0.5,0.01,0.5
6055,,,
6056,0.93,0.01,0.93
6058,0.34,0.01,0.34
6062,0.38,,0.38
6064,0.29,0.01,0.29
6065,0.9,0.01,0.9
6066,0.33,,0.33
6067,0.65,0.01,0.64
6070,0.39,,0.39
6071,0.71,0.03,0.7
6073,0.35,,0.35
6074,0.55,0.02,0.54
6075,0.9,0.01,0.9
6078,0.29,0.01,0.29
6080,0.48,0.01,0.48
6081,0.36,0.0,0.36
6084,0.52,0.04,0.52
6085,0.5,0.01,0.5
6089,0.57,0.0,0.57
6094,0.71,0.07,0.74
6095,0.92,,0.92
6096,0.53,0.05,0.54
6097,0.55,0.04,0.55
6100,0.28,0.05,0.26
6101,0.42,0.01,0.42
6105,0.67,,0.67
6106,,,
6107,0.42,0.02,0.42
6108,0.37,0.01,0.37
6109,0.62,,0.62
6110,0.54,0.02,0.54
6111,,,
6112,0.31,0.04,0.31
6113,0.27,,0.27
6114,0.29,0.03,0.29
6116,0.62,0.01,0.62
6117,0.8,,0.8
6123,0.43,,0.43
6125,0.77,0.03,0.77
6127,0.16,0.01,0.16
6131,,,
6133,0.33,0.01,0.33
6135,0.76,0.0,0.76
6137,0.16,0.03,0.15
6140,0.44,,0.44
6143,0.34,0.03,0.34
6146,0.49,0.04,0.51
6147,,,
6148,0.41,0.02,0.41
6149,0.55,0.04,0.54
6150,0.38,0.03,0.38
6152,0.43,0.0,0.43
6153,0.49,,0.49
6154,0.37,,0.37
6156,0.48,0.01,0.48
6159,0.89,,0.89
6160,,,
6161,0.61,0.01,0.62
6162,0.26,0.02,0.26
6164,0.09,,0.09
6165,0.81,0.04,0.81
6166,0.63,0.03,0.63
6169,0.9,0.01,0.9
6170,0.72,0.01,0.72
6171,0.19,0.02,0.19
6172,0.41,0.01,0.41
6173,0.08,0.01,0.08
6177,0.66,0.01,0.66
6178,0.57,0.01,0.57
6179,0.54,0.01,0.54
6182,0.44,0.01,0.44
6183,0.44,0.01,0.44
6185,0.53,0.01,0.53
6189,0.21,,0.21
6191,0.38,,0.38
6192,0.61,0.05,0.62
6193,0.22,,0.22
6195,0.49,0.02,0.5
6196,0.63,0.01,0.63
6198,0.45,0.0,0.45
6200,0.45,0.01,0.45
6201,0.25,0.01,0.25
6202,0.47,0.01,0.47
6203,0.48,0.0,0.48
6205,0.8,0.0,0.8
6206,0.24,0.01,0.25
6207,0.24,0.01,0.24
6208,0.66,,0.66
6210,,,
6212,0.2,0.01,0.2
6215,0.42,,0.42
6216,0.6,0.02,0.6
6221,0.38,0.01,0.38
6222,0.49,0.02,0.49
6223,0.23,,0.23
6224,0.48,0.0,0.48
6226,0.25,,0.25
6228,0.16,0.03,0.16
6229,0.64,0.09,0.64
6230,,,
6231,0.28,0.0,0.28
6236,0.34,0.01,0.34
6238,0.35,,0.35
6239,0.26,0.01,0.26
6240,0.34,,0.34
6241,0.75,,0.75
6242,0.12,,0.12
6244,0.41,0.01,0.41
6247,0.82,0.01,0.82
6248,0.46,0.02,0.46
6249,0.59,0.0,0.59
6250,0.59,,0.59
6251,,,
6256,0.67,0.01,0.67
6259,0.27,0.01,0.27
6260,,,
6264,0.36,0.01,0.36
6267,0.13,0.01,0.13
6268,0.33,,0.33
6271,0.38,0.04,0.37
6274,0.96,0.01,0.96
6278,0.42,0.01,0.42
6280,0.36,,0.36
6281,0.68,0.0,0.68
6282,0.63,,0.63
6284,0.54,0.08,0.54
6285,0.38,0.04,0.39
6286,0.76,0.01,0.76
6287,0.32,0.01,0.32
6289,0.38,0.01,0.38
6292,0.19,0.01,0.19
6293,0.17,0.0,0.17
6296,0.34,,0.34
6297,0.59,0.01,0.59
6299,,,
6300,0.37,0.01,0.37
6301,,,
6302,0.46,0.01,0.46
6303,0.21,0.01,0.21
6304,0.97,0.0,0.97
6312,0.72,0.01,0.72
6314,0.46,0.01,0.46
6315,0.72,0.02,0.72
6317,,,
6319,0.74,,0.74
6320,0.94,0.01,0.94
6322,0.54,,0.54
6323,0.36,0.03,0.36
6324,0.62,0.01,0.62
6326,0.87,,0.87
6328,0.24,0.01,0.24
6330,0.41,0.0,0.41
6332,,,
6335,0.45,0.0,0.45
6336,0.58,0.03,0.56
6337,,,
6338,0.55,0.06,0.55
6339,0.68,0.05,0.7
6341,0.32,,0.32
6345,,,
6347,0.72,0.03,0.73
6349,,,
6353,0.15,0.01,0.15
6354,0.34,0.03,0.34
6356,0.5,0.04,0.49
6359,0.24,0.01,0.25
6360,0.46,0.01,0.46
6361,,,
6362,0.26,0.02,0.25
6365,0.67,,0.67
6367,0.76,0.01,0.76
6368,0.88,0.01,0.88
6371,0.77,0.02,0.77
6372,0.7,,0.7
6373,0.89,0.03,0.89
6375,0.69,0.03,0.69
6376,,,
6377,0.55,,0.55
6379,0.69,0.04,0.69
6380,0.52,0.0,0.52
6381,0.87,0.01,0.86
6382,0.48,0.0,0.48
6383,,,
6384,0.72,0.01,0.72
6386,0.48,0.0,0.48
6387,0.37,0.01,0.37
6389,0.69,,0.69
6391,0.56,0.02,0.56
6392,,,
6393,0.5,,0.5
6394,0.25,,0.25
6396,0.44,0.04,0.44
6398,,,
6399,0.59,0.01,0.59
6400,0.38,0.03,0.36
6401,0.26,0.05,0.28
6402,0.25,0.05,0.27
6409,0.39,0.01,0.39
6412,0.68,0.01,0.69
6413,0.58,0.02,0.57
6420,0.8,,0.8
6422,0.43,0.03,0.44
6424,0.33,0.01,0.33
6425,,,
6426,0.52,0.01,0.52
6428,,,
6430,0.2,0.01,0.2
6431,0.47,,0.47
6432,0.6,0.01,0.6
6433,0.39,0.01,0.39
6436,0.47,0.03,0.46
6439,0.64,,0.64
6441,0.47,,0.47
6442,0.61,0.03,0.62
6443,0.6,,0.6
6446,0.38,0.0,0.38
6447,0.48,,0.48
6448,0.75,0.03,0.74
6449,0.77,,0.77
6450,0.38,0.03,0.38
6451,0.8,,0.8
6453,0.88,0.02,0.89
6458,0.22,0.03,0.22
6459,0.6,0.02,0.6
6462,0.64,,0.64
6463,0.92,,0.92
6466,0.28,,0.28
6467,0.84,0.0,0.84
6468,0.06,0.01,0.06
6469,0.55,0.0,0.55
6470,0.42,0.04,0.43
6471,0.99,0.0,0.99
6473,0.76,0.0,0.76
6477,0.46,0.05,0.46
6478,0.41,,0.41
6480,,,
6481,0.36,,0.36
6482,0.57,0.1,0.57
6483,,,
6484,0.12,,0.12
6485,0.14,0.02,0.15
6487,0.18,,0.18
6488,,,
6489,0.55,0.01,0.55
6490,0.65,,0.65
6491,0.19,0.01,0.19
6492,0.42,0.02,0.42
6495,0.48,0.04,0.5
6496,0.48,,0.48
6497,0.69,,0.69
6500,0.6,,0.6
6501,0.13,0.06,0.13
6502,,,
6503,0.35,0.03,0.36
6505,0.59,,0.59
6508,0.4,0.01,0.4
6511,0.44,,0.44
6512,,,
6514,0.62,0.03,0.62
6520,0.36,0.02,0.36
6521,0.83,0.04,0.85
6522,0.7,0.01,0.7
6524,0.46,0.0,0.46
6525,0.24,,0.24
6526,0.24,0.01,0.24
6527,0.36,,0.36
6528,0.78,0.03,0.79
6529,0.54,0.01,0.54
6531,0.43,,0.43
6533,0.47,0.02,0.47
6534,0.55,0.02,0.54
6535,0.58,,0.58
6536,0.21,0.01,0.21
6537,,,
6539,,,
6546,0.56,0.01,0.56
6547,0.54,0.01,0.54
6548,,,
6549,0.17,,0.17
6550,0.73,,0.73
6551,0.15,0.03,0.15
6552,0.43,,0.43
6554,0.4,0.01,0.4
6558,,,
6560,0.56,0.04,0.57
6563,0.54,0.0,0.54
6564,0.38,,0.38
6566,0.78,0.01,0.78
6570,0.43,,0.43
6571,0.74,0.03,0.73
6572,,,
6573,0.53,0.06,0.56
6574,0.42,0.07,0.42
6577,0.36,0.01,0.36
6580,0.16,0.0,0.16
6583,0.44,0.01,0.44
6584,0.47,0.03,0.46
6585,0.43,0.06,0.46
6586,0.4,,0.4
6587,0.42,0.06,0.4
6588,0.59,0.0,0.59
6589,0.43,0.03,0.44
6591,0.1,,0.1
6592,0.08,0.01,0.08
6593,0.08,,0.08
6594,0.46,0.0,0.46
6595,,,
6596,,,
6597,0.8,0.02,0.8
6600,0.33,,0.33
6601,0.3,0.01,0.3
6604,0.32,0.01,0.32
6605,0.2,0.01,0.2
6606,0.26,,0.26
6608,,,
6611,0.16,0.02,0.16
6613,0.51,,0.51
6614,0.25,0.05,0.23
6615,0.15,0.01,0.15
6616,0.4,0.01,0.4
6621,0.48,,0.48
6624,0.33,0.04,0.35
6626,0.45,0.02,0.45
6629,0.35,0.01,0.35
6631,0.29,0.01,0.29
6634,0.98,0.0,0.98
6636,0.51,0.03,0.52
6637,0.27,,0.27
6638,0.65,,0.65
6639,0.43,0.03,0.44
6641,0.66,0.01,0.66
6642,0.26,0.02,0.26
6645,,,
6646,0.44,,0.44
6649,0.36,,0.36
6650,0.46,0.01,0.46
6651,0.38,,0.38
6653,0.42,0.01,0.42
6654,0.52,0.03,0.52
6655,,,
6657,0.75,0.0,0.75
6658,0.28,0.05,0.25
6659,0.62,0.01,0.62
6660,0.46,0.08,0.46
6661,0.35,0.03,0.35
6662,0.26,0.02,0.26
6663,,,
6665,0.56,0.01,0.56
6667,0.45,0.01,0.45
6668,0.49,,0.49
6670,0.6,0.01,0.6
6671,0.42,0.02,0.42
6672,0.4,,0.4
6679,0.5,0.01,0.5
6681,0.56,,0.56
6683,0.48,,0.48
6685,0.45,,0.45
6686,0.35,0.01,0.34
6687,0.74,0.01,0.74
6688,0.38,0.0,0.38
6689,0.11,0.02,0.11
6690,0.8,0.03,0.8
6692,0.42,0.01,0.42
6693,,,
6695,0.59,0.01,0.6
6696,0.5,,0.5
6697,0.29,0.01,0.29
6698,0.87,,0.87
6699,0.39,0.01,0.39
6702,0.22,0.0,0.22
6703,0.54,0.01,0.54
6704,0.41,,0.41
6705,0.3,0.01,0.3
6706,0.97,0.01,0.97
6708,0.52,0.01,0.52
6713,0.46,0.02,0.45
6715,0.34,,0.34
6717,,,
6719,0.55,0.01,0.55
6721,0.23,0.01,0.23
6722,0.54,0.06,0.55
6729,,,
6730,0.28,,0.28
6731,0.16,0.01,0.16
6732,0.57,0.02,0.57
6733,0.54,,0.54
6735,0.14,0.01,0.14
6737,,,
6739,0.74,0.02,0.74
6740,0.25,0.0,0.25
6741,0.66,0.02,0.67
6744,,,
6747,0.72,,0.72
6748,0.47,,0.47
6749,0.42,0.04,0.42
6751,0.39,0.01,0.39
6754,0.38,0.09,0.41
6755,,,
6756,0.44,0.03,0.45
6758,0.24,,0.24
6759,0.95,0.0,0.95
6760,0.65,0.0,0.65
6763,0.23,,0.23
6766,0.97,,0.97
6769,0.32,0.01,0.32
6771,0.44,0.0,0.44
6773,0.42,0.06,0.42
6774,0.31,,0.31
6775,,,
6776,0.22,,0.22
6778,0.56,0.04,0.56
6780,0.36,0.01,0.36
6781,0.2,,0.2
6782,0.53,,0.53
6783,0.88,0.01,0.88
6784,0.28,0.01,0.28
6786,0.42,0.03,0.42
6788,0.58,0.04,0.59
6791,,,
6793,0.28,,0.28
6794,0.93,0.01,0.93
6796,0.57,,0.57
6798,0.53,0.01,0.53
6800,0.51,0.01,0.51
6801,0.41,0.02,0.42
6802,0.13,,0.13
6803,0.2,0.02,0.2
6804,0.4,,0.4
6805,0.52,,0.52
6808,0.32,0.04,0.32
6809,0.38,0.02,0.38
6810,0.49,0.07,0.46
6811,0.72,,0.72
6812,0.64,0.14,0.72
6813,0.1,0.02,0.1
6815,0.53,0.02,0.53
6816,0.3,0.01,0.3
6818,,,
6819,0.6,0.01,0.6
6820,0.44,,0.44
6824,0.77,0.01,0.77
6825,0.92,0.01,0.92
6827,0.39,,0.39
6828,0.56,,0.56
6830,0.57,,0.57
6834,0.3,,0.3
6836,0.77,0.06,0.77
6838,0.32,0.02,0.32
6840,0.76,0.03,0.76
6846,0.48,0.01,0.48
6847,0.48,0.02,0.48
6850,0.29,,0.29
6851,0.62,0.06,0.61
6852,0.52,0.0,0.52
6855,0.47,0.01,0.48
6857,0.31,,0.31
6858,0.07,,0.07
6859,0.64,0.01,0.64
6862,0.53,,0.53
6863,0.44,0.08,0.46
6864,0.72,,0.72
6866,0.44,0.01,0.44
6870,0.82,0.01,0.82
6875,0.4,0.02,0.4
6877,0.35,,0.35
6878,0.43,0.02,0.43
6881,0.24,0.01,0.24
6882,0.94,0.01,0.94
6883,0.37,0.05,0.38
6884,0.32,0.04,0.33
6885,0.31,0.0,0.31
6886,,,
6888,0.19,0.01,0.19
6889,0.39,0.01,0.39
6892,0.53,0.01,0.53
6893,0.4,,0.4
6894,,,
6896,0.55,0.01,0.55
6899,,,
6900,0.45,0.02,0.45
6901,0.38,0.02,0.37
6904,0.39,0.0,0.39
6906,0.23,0.01,0.23
6908,0.96,0.01,0.96
6910,0.94,0.01,0.94
6911,0.6,0.05,0.61
6915,0.88,0.01,0.89
6916,0.56,0.01,0.57
6919,0.51,,0.51
6920,0.71,,0.71
6921,0.29,0.01,0.29
6923,0.44,0.0,0.44
6924,0.71,,0.71
6926,0.58,0.01,0.57
6927,0.27,,0.27
6929,0.37,0.05,0.39
6931,0.3,,0.3
6932,0.79,0.01,0.79
6934,0.34,0.08,0.34
6936,0.64,,0.64
6937,0.36,0.02,0.36
6939,0.16,,0.16
6941,0.22,0.0,0.22
6943,0.51,0.01,0.51
6944,0.18,,0.18
6946,0.56,,0.56
6947,0.64,0.01,0.64
6948,0.44,,0.44
6949,0.51,0.0,0.51
6950,0.4,0.01,0.4
6952,0.68,,0.68
6955,0.72,,0.72
6957,0.59,0.05,0.6
6959,0.36,,0.36
6960,0.23,0.0,0.23
6961,0.34,0.01,0.34
6963,0.3,0.02,0.3
6965,0.25,0.01,0.25
6967,0.5,0.01,0.5
6968,0.86,,0.86
6971,0.64,0.01,0.64
6975,0.64,0.02,0.63
6976,0.43,0.01,0.44
6977,0.33,0.03,0.32
6979,0.44,0.02,0.44
6980,0.86,,0.86
6981,0.36,0.02,0.36
6982,0.19,,0.19
6983,0.31,0.01,0.31
6986,0.56,0.02,0.56
6991,0.42,0.06,0.43
6996,0.38,,0.38
6997,0.56,,0.56
6999,,,
7003,0.83,,0.83
7004,,,
7006,0.48,,0.48
7007,0.49,0.03,0.49
7008,0.7,0.02,0.7
7010,0.44,0.01,0.44
7011,0.48,,0.48
7012,0.4,0.02,0.4
7015,0.57,0.09,0.57
7020,0.4,0.03,0.4
7022,0.55,0.03,0.55
7023,,,
7024,0.66,,0.66
7025,0.27,,0.27
7026,0.61,0.01,0.61
7027,0.21,,0.21
7028,0.68,0.03,0.68
7029,0.9,0.03,0.9
7030,0.63,,0.63
7032,0.06,,0.06
7033,,,
7034,0.52,0.03,0.51
7036,0.42,0.01,0.42
7037,0.96,0.01,0.96
7039,0.34,0.05,0.34
7040,,,
7041,,,
7043,0.41,,0.41
7044,0.6,,0.6
7047,0.44,0.03,0.44
7048,0.36,,0.36
7051,0.17,0.03,0.18
7053,0.25,0.04,0.25
7054,0.19,0.0,0.19
7060,,,
7061,0.42,,0.42
7064,0.66,0.01,0.66
7067,0.75,0.09,0.79
7074,0.53,0.01,0.53
7076,,,
7077,0.67,0.01,0.67
7079,0.49,0.03,0.49
7080,0.14,0.0,0.14
7082,0.6,0.04,0.6
7084,0.31,0.07,0.31
7087,0.08,,0.08
7092,0.36,,0.36
7095,0.57,0.02,0.57
7098,0.62,0.0,0.62
7099,,,
7100,0.84,0.01,0.84
7101,0.33,,0.33
7104,0.33,0.02,0.32
7105,,,
7107,0.88,0.01,0.88
7109,0.27,0.03,0.28
7111,0.33,,0.33
7112,0.51,0.01,0.51
7114,0.44,,0.44
7116,0.81,0.01,0.81
7117,0.15,0.01,0.15
7119,0.58,0.01,0.58
7120,0.21,0.01,0.21
7121,0.33,0.0,0.33
7123,0.43,,0.43
7125,0.54,0.02,0.54
7126,0.17,,0.17
7127,0.66,0.05,0.64
7130,0.6,0.03,0.6
7131,0.57,0.01,0.57
7136,0.53,0.02,0.53
7139,,,
7141,0.33,,0.33
7142,0.26,,0.26
7143,0.17,0.0,0.17
7144,0.4,,0.4
7145,0.38,0.01,0.38
7148,0.56,,0.56
7149,0.34,0.02,0.33
7150,0.43,0.04,0.41
7153,0.5,,0.5
7154,0.19,,0.19
7156,0.31,0.02,0.32
7157,0.46,0.01,0.46
7158,0.62,0.01,0.62
7159,0.43,,0.43
7160,0.75,0.03,0.74
7162,0.32,0.0,0.32
7163,0.55,0.03,0.55
7164,0.26,0.01,0.26
7166,,,
7167,0.31,,0.31
7170,0.62,0.04,0.62
7171,0.35,0.01,0.35
7176,0.31,0.02,0.3
7177,0.47,0.03,0.46
7178,0.76,0.04,0.76
7180,,,
7184,0.66,0.02,0.67
7185,0.16,0.01,0.16
7186,0.25,,0.25
7187,0.87,0.01,0.87
7189,0.44,0.04,0.45
7190,0.41,0.02,0.4
7192,0.08,0.01,0.08
7196,0.36,0.02,0.36
7197,0.26,0.02,0.26
7198,0.59,0.0,0.59
7199,0.54,,0.54
7200,0.52,0.01,0.51
7203,,,
7204,0.51,,0.51
7205,0.48,,0.48
7206,0.66,0.04,0.66
7210,0.69,,0.69
7211,0.55,0.02,0.55
7214,0.58,0.0,0.58
7216,0.67,,0.67
7219,0.6,0.0,0.6
7222,0.71,,0.71
7223,0.39,,0.39
7224,,,
7225,,,
7226,0.65,0.0,0.65
7227,0.27,0.02,0.27
7228,0.62,0.0,0.62
7231,0.43,,0.43
7234,0.4,0.01,0.4
7237,0.36,0.04,0.36
7238,0.11,,0.11
7239,0.61,,0.61
7240,,,
7242,0.38,0.01,0.37
7243,0.5,,0.5
7245,0.66,,0.66
7246,0.52,,0.52
7247,,,
7249,0.36,0.0,0.36
7252,0.62,0.01,0.62
7254,0.59,,0.59
7255,0.67,0.03,0.67
7257,0.51,0.01,0.5
7258,,,
7259,,,
7260,0.17,0.03,0.16
7265,0.65,,0.65
7266,0.46,0.03,0.46
7269,0.08,,0.08
7271,,,
7272,0.84,,0.84
7275,,,
7276,0.17,0.02,0.17
7279,,,
7280,0.91,0.01,0.91
7281,0.21,0.02,0.21
7283,0.4,0.02,0.4
7284,0.69,0.01,0.69
7285,0.6,0.01,0.6
7286,0.59,0.03,0.59
7288,0.53,0.01,0.53
7289,0.94,0.02,0.94
7292,0.73,,0.73
7293,0.96,0.0,0.96
7294,0.99,0.0,0.99
7296,0.16,0.01,0.16
7298,0.12,,0.12
7299,0.9,0.01,0.9
7301,0.34,0.0,0.34
7302,0.98,0.0,0.98
7304,0.54,0.01,0.54
7305,0.19,0.01,0.19
7308,0.46,0.03,0.47
7310,0.72,,0.72
7311,0.24,0.06,0.25
7312,0.77,0.04,0.79
7315,0.54,,0.54
7317,0.48,0.01,0.48
7319,0.48,,0.48
7320,0.53,0.05,0.53
7321,,,
7322,0.54,0.01,0.54
7323,,,
7324,0.44,0.01,0.44
7326,0.6,,0.6
7327,0.36,0.01,0.36
7330,0.43,0.01,0.43
7331,0.34,0.01,0.34
7332,0.4,0.04,0.42
7334,0.97,,0.97
7335,0.55,0.02,0.55
7337,0.45,,0.45
7338,0.75,,0.75
7339,0.48,,0.48
7340,0.4,0.01,0.4
7341,0.44,0.01,0.44
7342,0.33,0.01,0.33
7343,0.5,0.0,0.5
7344,0.65,0.04,0.65
7345,0.52,0.04,0.52
7347,0.4,0.05,0.4
7348,0.3,0.02,0.3
7351,0.34,0.01,0.34
7354,0.25,0.01,0.25
7355,0.27,0.04,0.25
7356,0.49,0.01,0.49
7358,0.43,0.04,0.43
7359,0.43,,0.43
7362,0.93,0.01,0.93
7365,0.6,,0.6
7369,,,
7370,0.41,0.0,0.41
7373,0.82,0.01,0.82
7375,0.55,,0.55
7380,0.36,0.01,0.36
7381,0.22,0.0,0.22
7382,0.63,,0.63
7383,,,
7385,,,
7386,0.68,0.01,0.68
7387,0.92,0.0,0.92
7388,0.36,0.02,0.36
7391,0.65,0.1,0.69
7392,,,
7393,0.61,0.02,0.61
7395,0.92,0.01,0.92
7396,0.16,0.01,0.17
7399,0.42,0.0,0.42
7400,0.38,,0.38
7402,0.76,,0.76
7405,0.78,,0.78
7406,0.5,0.0,0.5
7410,0.25,,0.25
7411,0.52,0.01,0.52
7412,,,
7413,0.95,0.01,0.95
7416,0.52,0.01,0.52
7417,0.23,0.02,0.23
7419,0.66,0.09,0.66
7420,0.46,0.02,0.46
7421,0.26,,0.26
7422,0.51,0.01,0.5
7423,0.27,,0.27
7424,0.5,0.01,0.5
7425,0.5,0.01,0.5
7426,0.73,,0.73
7427,0.79,0.03,0.8
7429,0.51,0.02,0.51
7432,0.5,,0.5
7435,0.35,0.0,0.35
7437,0.92,,0.92
7439,0.32,0.01,0.32
7440,0.68,,0.68
7441,0.38,,0.38
7442,0.48,0.05,0.48
7443,0.34,0.01,0.34
7444,0.62,0.02,0.62
7445,0.42,0.02,0.41
7446,0.21,,0.21
7447,0.3,0.07,0.34
7448,0.32,0.03,0.33
