ID,2BM0,2BM1,2BM2,2BM3,2BM4,2BM5,2BM6,2BM7,2BM8,2BM9,7BM0,7BM1,7BM2,7BM3,7BM4,7BM5,7BM6,7BM7,7BM8,7BM9,10BM0,10BM1,10BM2,10BM3,10BM4,10BM5,10BM6,10BM7,10BM8,10BM9
5152,,,,,,,,,,,-,-,0.47,-,-,-,-,-,-,-,,,,,,,,,,
5153,,,,,,,,,,,0.98,-,-,-,0.95,-,-,0.97,-,-,,,,,,,,,,
5154,,,,,,,,,,,-,-,-,-,-,-,-,-,0.97,-,,,,,,,,,,
5155,,,,,,,,,,,-,-,-,-,-,0.92,0.92,-,-,-,,,,,,,,,,
5158,,,,,,,,,,,-,-,0.14,-,-,-,-,-,-,-,,,,,,,,,,
5160,,,,,,,,,,,-,0.74,-,-,-,-,-,-,-,-,,,,,,,,,,
5168,,,,,,,,,,,-,-,-,-,0.85,0.88,-,-,-,-,,,,,,,,,,
5172,,,,,,,,,,,0.88,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5173,,,,,,,,,,,0.34,-,-,-,-,0.33,0.34,-,-,0.32,,,,,,,,,,
5174,,,,,,,,,,,-,-,0.51,-,-,-,0.45,0.5,-,-,,,,,,,,,,
5176,,,,,,,,,,,-,-,-,-,-,-,0.6,-,-,0.67,,,,,,,,,,
5178,,,,,,,,,,,0.36,-,-,-,-,-,-,-,0.36,-,,,,,,,,,,
5179,,,,,,,,,,,0.99,-,-,-,-,-,-,-,-,0.99,,,,,,,,,,
5183,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5184,,,,,,,,,,,-,-,-,-,-,-,-,-,0.26,-,,,,,,,,,,
5186,,,,,,,,,,,-,-,-,-,-,-,-,0.51,-,-,,,,,,,,,,
5188,,,,,,,,,,,0.86,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5193,,,,,,,,,,,-,-,-,-,-,-,0.45,0.51,0.36,-,,,,,,,,,,
5194,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5201,,,,,,,,,,,-,-,0.79,-,-,-,-,0.73,-,-,,,,,,,,,,
5203,,,,,,,,,,,-,-,0.58,-,-,-,0.56,-,-,-,,,,,,,,,,
5204,,,,,,,,,,,-,-,0.81,-,-,-,-,-,-,0.75,,,,,,,,,,
5216,,,,,,,,,,,-,0.45,0.46,-,-,0.43,-,-,-,-,,,,,,,,,,
5217,,,,,,,,,,,-,-,0.31,0.28,-,-,-,-,0.24,-,,,,,,,,,,
5222,,,,,,,,,,,0.55,-,0.54,-,0.55,-,-,0.52,-,-,,,,,,,,,,
5223,,,,,,,,,,,0.83,-,-,-,-,0.85,-,-,-,-,,,,,,,,,,
5224,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.56,,,,,,,,,,
5225,,,,,,,,,,,0.76,-,-,-,-,-,0.68,0.76,0.69,-,,,,,,,,,,
5243,,,,,,,,,,,0.46,-,-,0.5,-,-,-,-,-,-,,,,,,,,,,
5247,,,,,,,,,,,0.6,-,0.61,0.61,-,-,-,-,-,-,,,,,,,,,,
5249,,,,,,,,,,,-,-,-,-,-,-,-,0.52,-,0.52,,,,,,,,,,
5255,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5260,,,,,,,,,,,-,0.47,-,-,0.5,-,-,-,-,0.47,,,,,,,,,,
5263,,,,,,,,,,,-,-,-,-,-,0.83,-,-,0.78,-,,,,,,,,,,
5265,,,,,,,,,,,-,-,0.79,-,-,-,0.75,-,-,-,,,,,,,,,,
5270,,,,,,,,,,,0.43,-,-,-,-,-,0.43,-,-,-,,,,,,,,,,
5274,,,,,,,,,,,-,-,-,0.51,-,-,-,0.53,0.49,-,,,,,,,,,,
5289,,,,,,,,,,,-,-,-,0.71,-,-,-,-,-,0.72,,,,,,,,,,
5293,,,,,,,,,,,-,0.66,0.63,-,-,-,-,-,-,-,,,,,,,,,,
5294,,,,,,,,,,,0.49,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5295,,,,,,,,,,,-,-,-,0.51,-,-,-,-,-,0.52,,,,,,,,,,
5297,,,,,,,,,,,-,-,-,-,-,-,0.83,-,-,-,,,,,,,,,,
5301,,,,,,,,,,,-,0.4,-,0.44,-,-,-,-,-,0.45,,,,,,,,,,
5314,,,,,,,,,,,-,-,-,-,-,-,-,0.53,-,-,,,,,,,,,,
5316,,,,,,,,,,,-,-,-,0.4,-,0.2,-,-,-,-,,,,,,,,,,
5330,,,,,,,,,,,-,-,-,0.36,-,-,-,-,-,-,,,,,,,,,,
5331,,,,,,,,,,,-,-,-,0.46,-,-,0.48,0.48,-,-,,,,,,,,,,
5333,,,,,,,,,,,-,-,-,-,-,0.66,-,0.62,-,-,,,,,,,,,,
5334,,,,,,,,,,,-,-,-,-,-,-,-,-,0.83,-,,,,,,,,,,
5337,,,,,,,,,,,0.24,-,-,0.21,-,-,-,-,-,-,,,,,,,,,,
5346,,,,,,,,,,,-,-,0.99,0.98,-,-,-,-,-,-,,,,,,,,,,
5347,,,,,,,,,,,-,0.54,-,-,-,-,-,-,-,0.54,,,,,,,,,,
5348,,,,,,,,,,,-,-,-,-,0.35,-,-,-,-,0.25,,,,,,,,,,
5352,,,,,,,,,,,0.44,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5354,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5358,,,,,,,,,,,-,-,0.54,-,-,0.46,-,-,-,-,,,,,,,,,,
5363,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5367,,,,,,,,,,,0.5,-,-,-,-,-,0.51,0.52,-,-,,,,,,,,,,
5369,,,,,,,,,,,-,-,-,-,-,-,0.23,-,0.24,-,,,,,,,,,,
5372,,,,,,,,,,,-,-,-,-,0.33,-,-,-,-,-,,,,,,,,,,
5379,,,,,,,,,,,-,-,-,-,-,0.89,-,-,0.91,-,,,,,,,,,,
5380,,,,,,,,,,,-,-,0.93,-,-,-,-,-,-,0.92,,,,,,,,,,
5381,,,,,,,,,,,-,-,-,-,-,-,0.48,-,-,-,,,,,,,,,,
5383,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5387,,,,,,,,,,,0.39,-,-,-,-,-,-,-,-,0.39,,,,,,,,,,
5389,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.48,,,,,,,,,,
5390,,,,,,,,,,,-,0.51,-,0.45,0.56,0.54,-,-,-,-,,,,,,,,,,
5392,,,,,,,,,,,0.27,-,-,-,-,-,0.26,-,-,-,,,,,,,,,,
5395,,,,,,,,,,,-,-,-,-,-,0.36,-,-,-,-,,,,,,,,,,
5398,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5400,,,,,,,,,,,-,0.77,-,0.8,0.78,-,-,-,-,-,,,,,,,,,,
5402,,,,,,,,,,,-,-,0.46,-,0.5,-,0.52,-,0.42,-,,,,,,,,,,
5403,,,,,,,,,,,0.68,-,-,-,-,0.68,-,-,-,-,,,,,,,,,,
5404,,,,,,,,,,,-,0.3,-,-,0.34,-,-,0.29,-,-,,,,,,,,,,
5405,,,,,,,,,,,-,0.33,0.4,0.36,-,-,-,-,-,-,,,,,,,,,,
5411,,,,,,,,,,,-,-,-,-,-,0.56,-,-,-,-,,,,,,,,,,
5416,,,,,,,,,,,-,-,-,-,-,-,-,0.52,-,0.58,,,,,,,,,,
5418,,,,,,,,,,,-,-,0.49,-,-,-,-,-,-,-,,,,,,,,,,
5420,,,,,,,,,,,-,0.74,0.66,0.7,-,-,-,0.69,0.55,-,,,,,,,,,,
5425,,,,,,,,,,,-,-,-,-,-,0.41,0.45,0.42,-,-,,,,,,,,,,
5427,,,,,,,,,,,-,-,-,0.4,-,0.35,0.39,-,-,0.34,,,,,,,,,,
5430,,,,,,,,,,,-,-,-,0.62,-,-,-,0.72,-,-,,,,,,,,,,
5433,,,,,,,,,,,0.64,0.53,-,0.52,-,-,-,-,0.51,-,,,,,,,,,,
5434,,,,,,,,,,,-,0.24,-,-,-,-,-,0.24,-,-,,,,,,,,,,
5438,,,,,,,,,,,-,-,-,-,-,0.69,-,0.69,-,-,,,,,,,,,,
5440,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5441,,,,,,,,,,,-,-,-,0.19,-,-,-,-,-,-,,,,,,,,,,
5443,,,,,,,,,,,-,-,0.77,-,-,-,-,-,0.73,-,,,,,,,,,,
5446,,,,,,,,,,,0.38,-,-,-,-,-,0.32,-,-,-,,,,,,,,,,
5447,,,,,,,,,,,-,-,-,-,-,-,0.95,-,0.95,-,,,,,,,,,,
5453,,,,,,,,,,,-,0.72,-,-,-,0.7,-,-,-,-,,,,,,,,,,
5456,,,,,,,,,,,-,-,-,-,0.9,0.93,-,-,-,0.92,,,,,,,,,,
5458,,,,,,,,,,,-,-,0.56,-,0.59,-,-,-,-,-,,,,,,,,,,
5459,,,,,,,,,,,-,0.17,-,-,-,0.17,-,-,0.12,-,,,,,,,,,,
5461,,,,,,,,,,,-,-,-,-,-,-,0.61,-,-,-,,,,,,,,,,
5463,,,,,,,,,,,-,0.64,-,-,-,-,-,-,0.65,-,,,,,,,,,,
5465,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.4,,,,,,,,,,
5473,,,,,,,,,,,-,-,-,-,-,0.71,-,-,-,-,,,,,,,,,,
5474,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.72,,,,,,,,,,
5475,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5479,,,,,,,,,,,-,-,-,-,-,0.76,-,-,-,-,,,,,,,,,,
5485,,,,,,,,,,,-,-,0.8,-,-,-,-,-,0.79,0.76,,,,,,,,,,
5489,,,,,,,,,,,-,-,-,-,-,0.77,0.84,-,-,-,,,,,,,,,,
5495,,,,,,,,,,,-,0.71,-,-,-,0.58,0.7,-,-,-,,,,,,,,,,
5496,,,,,,,,,,,0.63,-,-,-,-,-,0.6,-,-,-,,,,,,,,,,
5501,,,,,,,,,,,0.68,-,-,-,-,-,-,-,0.66,-,,,,,,,,,,
5502,,,,,,,,,,,0.79,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5505,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.15,,,,,,,,,,
5508,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5515,,,,,,,,,,,-,-,0.29,-,-,-,-,-,-,-,,,,,,,,,,
5519,,,,,,,,,,,-,-,-,0.29,-,-,-,-,0.3,-,,,,,,,,,,
5524,,,,,,,,,,,-,0.49,-,0.54,-,-,-,-,-,-,,,,,,,,,,
5537,,,,,,,,,,,-,-,-,-,-,-,0.51,0.49,-,-,,,,,,,,,,
5539,,,,,,,,,,,-,0.83,-,-,-,-,-,-,-,-,,,,,,,,,,
5542,,,,,,,,,,,0.3,-,-,-,-,-,0.31,-,-,-,,,,,,,,,,
5544,,,,,,,,,,,0.4,-,0.41,-,-,-,-,-,0.43,-,,,,,,,,,,
5550,,,,,,,,,,,-,-,-,-,0.94,-,-,-,-,0.94,,,,,,,,,,
5551,,,,,,,,,,,-,-,0.77,-,-,-,-,-,0.67,-,,,,,,,,,,
5552,,,,,,,,,,,-,-,-,0.89,-,-,-,0.89,-,0.89,,,,,,,,,,
5554,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.59,,,,,,,,,,
5556,,,,,,,,,,,-,-,-,0.95,-,-,-,0.93,0.93,0.94,,,,,,,,,,
5557,,,,,,,,,,,0.33,-,-,-,-,0.29,-,-,-,0.34,,,,,,,,,,
5561,,,,,,,,,,,-,-,-,0.43,-,0.46,-,-,-,-,,,,,,,,,,
5564,,,,,,,,,,,-,-,-,0.58,-,-,-,-,0.48,-,,,,,,,,,,
5567,,,,,,,,,,,-,-,-,-,-,-,0.3,-,0.19,0.32,,,,,,,,,,
5574,,,,,,,,,,,-,-,-,-,-,-,-,0.53,-,0.53,,,,,,,,,,
5575,,,,,,,,,,,0.51,-,-,-,-,-,0.52,-,-,-,,,,,,,,,,
5578,,,,,,,,,,,0.67,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5579,,,,,,,,,,,-,-,-,-,0.67,-,-,-,0.57,-,,,,,,,,,,
5583,,,,,,,,,,,-,-,0.78,-,-,-,-,0.76,0.76,-,,,,,,,,,,
5584,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.69,,,,,,,,,,
5586,,,,,,,,,,,-,-,-,-,-,-,0.56,-,-,-,,,,,,,,,,
5591,,,,,,,,,,,-,-,-,0.76,-,-,-,0.76,-,-,,,,,,,,,,
5600,,,,,,,,,,,0.51,-,-,0.49,-,-,-,-,0.5,-,,,,,,,,,,
5604,,,,,,,,,,,-,-,-,-,0.73,-,-,-,0.71,0.75,,,,,,,,,,
5605,,,,,,,,,,,0.3,-,-,0.3,0.31,-,-,0.3,-,-,,,,,,,,,,
5609,,,,,,,,,,,-,-,-,-,-,-,0.89,-,0.87,0.92,,,,,,,,,,
5614,,,,,,,,,,,-,0.39,-,-,-,-,-,-,-,-,,,,,,,,,,
5627,,,,,,,,,,,-,-,-,0.68,-,-,-,-,-,-,,,,,,,,,,
5633,,,,,,,,,,,-,0.5,-,0.45,-,0.38,-,-,-,-,,,,,,,,,,
5646,,,,,,,,,,,-,-,-,0.89,-,-,-,-,-,0.87,,,,,,,,,,
5647,,,,,,,,,,,-,0.18,-,-,-,-,0.17,-,-,-,,,,,,,,,,
5650,,,,,,,,,,,-,0.82,-,-,-,-,-,0.79,-,-,,,,,,,,,,
5652,,,,,,,,,,,-,-,-,-,0.23,-,-,-,0.24,-,,,,,,,,,,
5654,,,,,,,,,,,0.23,-,0.26,0.22,-,0.29,-,-,-,0.22,,,,,,,,,,
5657,,,,,,,,,,,0.76,0.73,-,0.78,-,-,-,0.75,-,-,,,,,,,,,,
5658,,,,,,,,,,,-,-,-,-,0.71,-,-,-,-,-,,,,,,,,,,
5664,,,,,,,,,,,-,0.43,-,-,-,-,-,-,-,-,,,,,,,,,,
5668,,,,,,,,,,,-,-,-,-,-,0.43,-,-,-,-,,,,,,,,,,
5669,,,,,,,,,,,-,-,-,-,-,-,-,0.96,-,-,,,,,,,,,,
5673,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5678,,,,,,,,,,,-,0.86,-,-,0.81,-,0.85,-,0.84,-,,,,,,,,,,
5680,,,,,,,,,,,-,-,-,-,-,0.64,-,-,-,-,,,,,,,,,,
5681,,,,,,,,,,,-,-,0.54,-,0.64,-,0.62,-,0.56,-,,,,,,,,,,
5684,,,,,,,,,,,0.44,-,-,0.37,-,-,-,-,-,0.37,,,,,,,,,,
5693,,,,,,,,,,,0.95,0.91,-,-,-,-,0.94,-,-,0.96,,,,,,,,,,
5697,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5716,,,,,,,,,,,-,-,-,-,-,0.68,-,-,-,-,,,,,,,,,,
5717,,,,,,,,,,,-,0.44,-,-,-,0.42,-,-,-,-,,,,,,,,,,
5719,,,,,,,,,,,-,-,0.78,-,-,-,-,0.72,-,-,,,,,,,,,,
5722,,,,,,,,,,,-,-,-,-,-,-,-,0.67,-,-,,,,,,,,,,
5725,,,,,,,,,,,0.77,-,-,-,-,-,-,-,-,0.78,,,,,,,,,,
5727,,,,,,,,,,,-,-,-,-,-,-,-,-,0.95,-,,,,,,,,,,
5728,,,,,,,,,,,-,-,0.28,-,-,-,0.28,0.31,-,-,,,,,,,,,,
5730,,,,,,,,,,,-,-,0.96,0.96,-,0.94,-,-,-,-,,,,,,,,,,
5733,,,,,,,,,,,-,-,-,-,0.46,0.58,-,0.57,0.54,-,,,,,,,,,,
5735,,,,,,,,,,,-,-,-,-,-,0.3,-,0.32,-,-,,,,,,,,,,
5738,,,,,,,,,,,-,-,0.32,-,0.33,-,0.31,-,0.32,-,,,,,,,,,,
5740,,,,,,,,,,,-,-,-,0.76,-,-,0.76,-,0.76,-,,,,,,,,,,
5742,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5745,,,,,,,,,,,0.55,0.56,-,-,-,-,-,-,-,-,,,,,,,,,,
5748,,,,,,,,,,,-,0.69,-,-,-,-,-,-,-,-,,,,,,,,,,
5754,,,,,,,,,,,-,-,0.87,-,-,0.88,-,-,0.8,-,,,,,,,,,,
5756,,,,,,,,,,,-,-,-,-,0.66,0.72,-,-,0.66,0.67,,,,,,,,,,
5757,,,,,,,,,,,-,-,0.51,-,0.54,-,-,-,-,-,,,,,,,,,,
5759,,,,,,,,,,,-,-,-,-,-,0.47,-,-,-,0.55,,,,,,,,,,
5765,,,,,,,,,,,-,-,0.92,-,-,-,-,-,-,0.92,,,,,,,,,,
5768,,,,,,,,,,,0.31,-,-,0.29,-,-,0.3,-,-,-,,,,,,,,,,
5769,,,,,,,,,,,-,-,-,-,-,-,0.31,0.32,-,-,,,,,,,,,,
5773,,,,,,,,,,,-,0.51,-,-,-,-,-,-,-,-,,,,,,,,,,
5779,,,,,,,,,,,-,-,-,-,0.43,-,-,-,-,-,,,,,,,,,,
5785,,,,,,,,,,,-,0.45,-,-,-,0.47,-,0.47,-,-,,,,,,,,,,
5793,,,,,,,,,,,-,0.44,-,0.45,-,-,-,-,-,-,,,,,,,,,,
5804,,,,,,,,,,,0.85,-,0.85,-,0.87,-,-,-,-,-,,,,,,,,,,
5808,,,,,,,,,,,-,-,-,0.65,-,-,0.69,0.68,-,-,,,,,,,,,,
5809,,,,,,,,,,,-,-,-,-,0.85,-,-,0.86,-,-,,,,,,,,,,
5810,,,,,,,,,,,0.51,0.52,-,-,0.48,0.29,-,-,-,0.51,,,,,,,,,,
5811,,,,,,,,,,,-,-,0.6,-,-,0.62,0.56,0.58,0.59,-,,,,,,,,,,
5812,,,,,,,,,,,-,0.53,-,-,-,-,-,-,-,-,,,,,,,,,,
5813,,,,,,,,,,,-,-,-,-,0.25,0.32,-,-,-,-,,,,,,,,,,
5816,,,,,,,,,,,0.43,-,0.55,-,-,-,0.55,-,-,-,,,,,,,,,,
5818,,,,,,,,,,,-,0.53,-,-,-,-,-,0.51,-,0.46,,,,,,,,,,
5824,,,,,,,,,,,-,-,-,-,-,-,0.33,-,-,0.31,,,,,,,,,,
5825,,,,,,,,,,,-,-,-,-,-,0.88,-,-,-,-,,,,,,,,,,
5827,,,,,,,,,,,-,-,0.63,0.6,-,-,-,-,-,-,,,,,,,,,,
5828,,,,,,,,,,,-,-,-,-,0.63,0.58,-,0.68,0.63,-,,,,,,,,,,
5831,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5836,,,,,,,,,,,-,-,-,-,-,-,0.66,-,-,0.65,,,,,,,,,,
5842,,,,,,,,,,,-,0.95,-,-,0.93,-,-,-,0.93,0.96,,,,,,,,,,
5849,,,,,,,,,,,-,-,-,0.43,-,-,-,-,-,-,,,,,,,,,,
5852,,,,,,,,,,,0.15,-,-,-,-,-,-,-,0.12,-,,,,,,,,,,
5853,,,,,,,,,,,-,-,0.58,-,-,-,0.58,-,-,-,,,,,,,,,,
5854,,,,,,,,,,,-,0.36,-,-,-,-,-,-,-,-,,,,,,,,,,
5856,,,,,,,,,,,-,0.9,0.92,-,-,-,-,-,-,0.9,,,,,,,,,,
5857,,,,,,,,,,,0.57,-,-,0.58,-,-,-,-,0.58,-,,,,,,,,,,
5863,,,,,,,,,,,-,-,-,-,0.66,-,-,-,-,0.69,,,,,,,,,,
5865,,,,,,,,,,,-,0.51,0.53,0.55,0.55,-,0.51,-,-,-,,,,,,,,,,
5873,,,,,,,,,,,-,0.94,-,-,-,0.93,-,-,0.93,-,,,,,,,,,,
5875,,,,,,,,,,,-,0.55,0.56,-,-,-,-,-,-,-,,,,,,,,,,
5877,,,,,,,,,,,-,0.64,-,-,-,-,0.65,-,0.69,-,,,,,,,,,,
5880,,,,,,,,,,,-,-,-,-,-,-,-,-,0.61,-,,,,,,,,,,
5881,,,,,,,,,,,-,0.55,0.55,-,-,0.56,-,-,-,-,,,,,,,,,,
5882,,,,,,,,,,,0.29,0.37,0.28,-,-,-,0.34,-,-,-,,,,,,,,,,
5887,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.54,,,,,,,,,,
5889,,,,,,,,,,,-,-,-,0.28,-,-,0.28,0.25,-,-,,,,,,,,,,
5890,,,,,,,,,,,-,-,-,-,-,-,0.48,-,0.47,-,,,,,,,,,,
5892,,,,,,,,,,,-,-,-,-,0.43,-,-,0.41,-,-,,,,,,,,,,
5899,,,,,,,,,,,-,0.24,-,0.26,-,-,-,-,-,-,,,,,,,,,,
5902,,,,,,,,,,,-,0.81,-,-,-,-,-,0.81,-,-,,,,,,,,,,
5904,,,,,,,,,,,-,-,0.71,0.76,0.76,-,-,-,-,-,,,,,,,,,,
5906,,,,,,,,,,,-,-,-,-,-,0.43,-,0.41,-,-,,,,,,,,,,
5907,,,,,,,,,,,-,-,0.76,-,-,-,-,-,-,-,,,,,,,,,,
5914,,,,,,,,,,,-,-,-,-,-,-,0.61,-,-,-,,,,,,,,,,
5916,,,,,,,,,,,-,-,-,-,-,0.92,-,-,-,-,,,,,,,,,,
5917,,,,,,,,,,,-,0.28,-,-,-,-,-,0.43,0.28,-,,,,,,,,,,
5926,,,,,,,,,,,-,-,0.25,0.26,-,-,0.26,-,-,-,,,,,,,,,,
5934,,,,,,,,,,,0.56,-,-,-,-,-,-,-,-,0.55,,,,,,,,,,
5935,,,,,,,,,,,-,-,0.77,0.73,-,-,-,-,-,-,,,,,,,,,,
5937,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.52,,,,,,,,,,
5938,,,,,,,,,,,-,0.67,0.68,-,-,-,-,-,0.66,-,,,,,,,,,,
5958,,,,,,,,,,,-,0.53,0.54,-,-,-,-,-,-,-,,,,,,,,,,
5964,,,,,,,,,,,-,-,-,-,-,-,-,0.4,-,0.38,,,,,,,,,,
5974,,,,,,,,,,,-,-,-,-,-,0.69,-,0.66,-,-,,,,,,,,,,
5978,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
5982,,,,,,,,,,,-,-,-,-,0.48,-,-,-,-,0.43,,,,,,,,,,
5984,,,,,,,,,,,-,-,0.56,0.53,-,-,-,-,0.54,-,,,,,,,,,,
5992,,,,,,,,,,,-,-,-,-,-,-,-,-,0.55,-,,,,,,,,,,
5994,,,,,,,,,,,0.47,-,-,-,-,-,-,0.52,-,-,,,,,,,,,,
5996,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.99,,,,,,,,,,
6000,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6001,,,,,,,,,,,-,-,-,0.97,0.97,-,-,-,-,-,,,,,,,,,,
6002,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6006,,,,,,,,,,,-,0.37,-,-,-,-,-,-,-,-,,,,,,,,,,
6027,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6030,,,,,,,,,,,-,-,-,0.59,-,-,-,-,-,-,,,,,,,,,,
6032,,,,,,,,,,,-,-,-,-,-,0.53,-,-,-,-,,,,,,,,,,
6040,,,,,,,,,,,-,-,-,-,-,0.44,-,-,-,0.46,,,,,,,,,,
6044,,,,,,,,,,,-,-,-,0.76,0.86,-,-,-,-,-,,,,,,,,,,
6046,,,,,,,,,,,0.71,-,-,-,-,-,-,0.69,-,0.67,,,,,,,,,,
6048,,,,,,,,,,,0.8,-,-,-,-,-,-,-,0.79,0.8,,,,,,,,,,
6051,,,,,,,,,,,-,0.58,-,-,-,-,-,-,-,0.59,,,,,,,,,,
6055,,,,,,,,,,,-,-,-,-,-,-,0.44,-,0.4,-,,,,,,,,,,
6065,,,,,,,,,,,-,-,0.9,-,-,-,0.89,-,-,-,,,,,,,,,,
6067,,,,,,,,,,,-,-,0.7,-,-,-,-,-,-,-,,,,,,,,,,
6070,,,,,,,,,,,-,-,-,-,-,0.42,-,-,0.43,-,,,,,,,,,,
6071,,,,,,,,,,,-,0.73,-,0.76,-,0.74,-,-,0.78,-,,,,,,,,,,
6075,,,,,,,,,,,-,-,-,-,0.87,-,-,-,-,-,,,,,,,,,,
6080,,,,,,,,,,,-,-,0.56,0.53,-,-,-,-,-,-,,,,,,,,,,
6084,,,,,,,,,,,-,-,-,-,0.55,0.62,-,0.6,-,-,,,,,,,,,,
6085,,,,,,,,,,,0.51,-,0.51,-,-,-,-,-,-,-,,,,,,,,,,
6089,,,,,,,,,,,-,-,0.58,-,-,-,-,-,0.58,-,,,,,,,,,,
6095,,,,,,,,,,,-,-,-,0.91,-,-,0.91,-,-,-,,,,,,,,,,
6096,,,,,,,,,,,0.6,-,0.63,-,-,-,-,-,-,-,,,,,,,,,,
6105,,,,,,,,,,,-,-,-,-,-,-,-,0.66,-,-,,,,,,,,,,
6106,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6108,,,,,,,,,,,-,-,-,0.43,-,-,-,-,-,-,,,,,,,,,,
6111,,,,,,,,,,,-,-,-,-,-,-,0.09,0.09,-,-,,,,,,,,,,
6112,,,,,,,,,,,0.32,-,-,-,-,-,-,-,-,0.23,,,,,,,,,,
6113,,,,,,,,,,,-,-,0.28,-,0.3,-,-,-,-,-,,,,,,,,,,
6116,,,,,,,,,,,-,-,-,0.67,-,-,0.68,-,-,0.68,,,,,,,,,,
6117,,,,,,,,,,,0.84,0.83,-,0.82,-,0.86,-,-,-,-,,,,,,,,,,
6125,,,,,,,,,,,-,0.78,-,-,0.76,-,-,-,0.77,-,,,,,,,,,,
6127,,,,,,,,,,,-,-,-,-,0.38,0.24,-,-,-,0.36,,,,,,,,,,
6131,,,,,,,,,,,-,-,-,-,0.15,-,-,-,-,-,,,,,,,,,,
6135,,,,,,,,,,,-,-,-,0.8,-,-,-,-,-,-,,,,,,,,,,
6140,,,,,,,,,,,-,-,-,0.48,0.6,0.33,-,-,-,-,,,,,,,,,,
6143,,,,,,,,,,,-,0.36,-,-,-,-,-,-,-,-,,,,,,,,,,
6146,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.43,,,,,,,,,,
6147,,,,,,,,,,,-,-,-,-,-,-,0.46,-,-,-,,,,,,,,,,
6148,,,,,,,,,,,-,-,0.47,0.54,0.57,-,-,-,-,-,,,,,,,,,,
6149,,,,,,,,,,,0.65,-,-,-,-,-,-,-,0.66,-,,,,,,,,,,
6152,,,,,,,,,,,-,-,-,0.47,-,-,-,-,-,-,,,,,,,,,,
6153,,,,,,,,,,,-,-,0.52,0.55,-,0.53,-,-,-,0.56,,,,,,,,,,
6154,,,,,,,,,,,-,0.46,-,-,-,-,-,-,-,-,,,,,,,,,,
6159,,,,,,,,,,,-,-,-,-,-,-,-,-,0.87,0.89,,,,,,,,,,
6160,,,,,,,,,,,-,0.65,0.62,-,-,-,-,-,-,-,,,,,,,,,,
6161,,,,,,,,,,,-,-,-,-,0.63,-,-,-,0.61,0.64,,,,,,,,,,
6164,,,,,,,,,,,-,-,-,-,-,0.1,0.09,-,-,-,,,,,,,,,,
6170,,,,,,,,,,,-,0.76,0.78,0.74,-,-,-,-,0.76,-,,,,,,,,,,
6171,,,,,,,,,,,-,-,0.13,-,-,-,-,-,0.18,-,,,,,,,,,,
6173,,,,,,,,,,,-,-,-,0.08,-,-,-,-,-,0.04,,,,,,,,,,
6177,,,,,,,,,,,-,-,-,-,-,-,-,-,0.64,0.68,,,,,,,,,,
6182,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6185,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
